#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
zOTU_2471	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__PAC001266	
zOTU_2473	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2472	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2474	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2475	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus vitulinus
zOTU_2476	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	s__PAC001787
zOTU_2478	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	
zOTU_2477	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2479	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	
zOTU_2480	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2482	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	s__AY916325
zOTU_2481	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	s__PAC001108
zOTU_2483	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2484	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__PAC001266	
zOTU_2485	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC001651	s__PAC001651
zOTU_2486	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	
zOTU_2487	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	
zOTU_2488	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2489	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	s__EU455014
zOTU_2492	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC001144	s__PAC001620
zOTU_2491	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	
zOTU_2490	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Sporobacter	
zOTU_2493	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Jeotgalicoccus	
zOTU_2494	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__PAC002463
zOTU_2497 	k__Bacteria						
zOTU_2495	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2496	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Eubacterium6	s__PAC001586
zOTU_2498	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001108	s__PAC001108
zOTU_2499	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	s__PAC001787
zOTU_2501	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2500	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001141	s__PAC001676
zOTU_2502	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	
zOTU_2503	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001516	s__PAC001741
zOTU_2504	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2505 	k__Bacteria						
zOTU_2506	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2507	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001270	
zOTU_2508	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2509	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__Enterorhabdus mucosicola
zOTU_2510	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	
zOTU_2511	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	s__PAC001123
zOTU_2512	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000186	s__PAC002447
zOTU_2513	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	
zOTU_2514	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001200	s__AF371556
zOTU_2515	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2516	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	s__PAC000197
zOTU_2517	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	s__EU509979
zOTU_2518	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	
zOTU_2519	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2521	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	
zOTU_2523	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2522	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000186	s__PAC002447
zOTU_2520	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2525	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	
zOTU_2526	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001516	s__PAC001725
zOTU_2524	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Sporobacter	s__AB742069
zOTU_2528	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	
zOTU_2527	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2530	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Eubacterium6	s__PAC001759
zOTU_2531	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	
zOTU_2529	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2532	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001516	s__PAC001725
zOTU_2533	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2534	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	
zOTU_2535	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	
zOTU_2537	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2536	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__PAC001266	s__PAC001357
zOTU_2538	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	
zOTU_2541	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	s__PAC002109
zOTU_2542	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	s__EU455014
zOTU_2539	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__PAC001266	s__PAC001357
zOTU_2543	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2540	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001573	s__EU509323
zOTU_2545	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	
zOTU_2546	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2544	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2547	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001141	s__PAC001676
zOTU_2549	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	
zOTU_2553 	k__Bacteria						
zOTU_2548	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC001506
zOTU_2552	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	
zOTU_2551	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2550	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001219	
zOTU_2555	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	
zOTU_2554	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001360	
zOTU_2556	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	
zOTU_2561	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2558	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2557	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001516	s__PAC001741
zOTU_2559	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	
zOTU_2562	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2563	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2560	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2565	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2564	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2566	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2570	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2569	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2572	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2567	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__PAC002410
zOTU_2571	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	
zOTU_2568	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Sporobacter	
zOTU_2574 	k__Bacteria						
zOTU_2573	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2575	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC002409	s__PAC002409
zOTU_2577	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	
zOTU_2579	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2578	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001092	s__AB626932
zOTU_2576	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2581	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__Enterorhabdus mucosicola
zOTU_2580	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus colihominis
zOTU_2582	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus vitulinus
zOTU_2583	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2584	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC000694
zOTU_2585	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001219	
zOTU_2587	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__PAC001362	s__PAC001391
zOTU_2586	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2591	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2592	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2588	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	
zOTU_2589	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2590	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Sporobacter	
zOTU_2594	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2593	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC001506
zOTU_2595	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	
zOTU_2596	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2597	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC001057	g__PAC001109	
zOTU_2598	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001516	s__PAC001725
zOTU_2599	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC001144	s__PAC001620
zOTU_2601	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2600	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2602	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2603	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Caproiciproducens	s__HQ780956
zOTU_2604	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__PAC002463
zOTU_2605	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2606	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	
zOTU_2608 	k__Bacteria						
zOTU_2607	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2614 	k__Bacteria						
zOTU_2609	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2610	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	s__PAC002132
zOTU_2611	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	
zOTU_2612	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__PAC002410
zOTU_2613	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Acetatifactor	
zOTU_2615	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001141	s__PAC001676
zOTU_2616	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2617	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__FCNB	s__PAC002389
zOTU_2618	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001573	s__EU509323
zOTU_2620	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2619	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae		
zOTU_2621	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001219	
zOTU_2623	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Eubacterium6	s__PAC001759
zOTU_2622	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC002409	s__PAC002409
zOTU_2624 	k__Bacteria						
zOTU_2625	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__GQ448104	
zOTU_2628 	k__Bacteria						
zOTU_2627	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Parabacteroides	
zOTU_2626	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC001402	s__PAC001546
zOTU_2633 	k__Bacteria						
zOTU_2631	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2630	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2629	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2632	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2634	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2636	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2635	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2637	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Sporobacter	
zOTU_2642 	k__Bacteria						
zOTU_2640 	k__Bacteria						
zOTU_2639	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159600	s__PAC002179
zOTU_2638	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	
zOTU_2643	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2641	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC001106
zOTU_2644	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2649 	k__Bacteria						
zOTU_2646	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2645	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001092	s__PAC001742
zOTU_2647	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Pseudoflavonifractor	
zOTU_2650	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	
zOTU_2651	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	
zOTU_2648	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2652	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2653	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001092	s__PAC001742
zOTU_2654	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001609	s__AF371681
zOTU_2655	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC000694
zOTU_2656	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__PAC001266	
zOTU_2657	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerotignum	
zOTU_2661	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2660	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001516	s__PAC001725
zOTU_2658	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
zOTU_2659	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001360	
zOTU_2662	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2664	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Enterorhabdus	s__PAC001978
zOTU_2663	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001612	s__PAC001612
zOTU_2665	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	s__PAC002011
zOTU_2669	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae		
zOTU_2666	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001573	s__EU509323
zOTU_2671	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2668	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001219	
zOTU_2670	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae		
zOTU_2667	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Mogibacterium	g__PAC001612	s__PAC001612
zOTU_2673 	k__Bacteria						
zOTU_2672	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Eubacterium6	s__PAC001759
zOTU_2674	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000661	
zOTU_2675	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001092	s__AB626932
zOTU_2678 	k__Bacteria						
zOTU_2676	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__KE159571	
zOTU_2677 	k__Bacteria						
zOTU_2682 	k__Bacteria						
zOTU_2680	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001270	
zOTU_2681	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Harryflintia	s__PAC001713
zOTU_2679	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001141	s__PAC001676
zOTU_2683	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__PAC001092	s__AB626932
zOTU_2684	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Paludicola	s__PAC001506
zOTU_2685	k__Bacteria	p__Tenericutes	c__Mollicutes	o__PAC001057	f__PAC000197	g__PAC000197	
zOTU_2687	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC001068	s__EF096118
zOTU_2686	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000186	s__PAC001064
zOTU_2689	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__PAC000683	
zOTU_2690	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	
zOTU_2688	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__PAC001219	
zOTU_2692	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__PAC001362	s__PAC001391
zOTU_2693	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__PAC000198	
zOTU_2691	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae		
